oracle,generated_summary
"During this lecture , the students mostly found retaking the exam in general or finding out what they did wrong interesting . They also were interested in learning about flowcharts and various loops in MATLAB . Last , a few students found nothing interesting .","Most of the students enjoyed learning about how to use flow charts, and how they can be used to determine the validity of a pipe. Some of them also liked learning about the exam and the practice session. A few others liked the exam retake, and the fact that they could work with their teammates."
"During this lecture , students found milestone 3 , the exam review , and milestone 2 challenging . Some of them also struggled with ps11b and creating flowcharts .","Most of the students had trouble with Milestone 2 and the review of the exam, as well as finding any, all, and complex functions. Some others had problems with the flow chart and finding the answer to the find command. Finally, a few students had issues with the problem set for M3."
"Students found switching from Matlab to excel and creating regressions interesting . They also were enjoyed calculating the R ^ 2 , SSE , & SST values and creating trend lines .","Most of the students enjoyed learning about regression, especially how to calculate the r ^ 2 value, and how to use it in Excel. They also liked using the two-point method to calculate SSE, SST, and SSE. Some others liked learning about the relationships between R ^ 2, and the equations used to calculate them."
"The students found linearizing data and function discovery interesting . They also found general functions , paired programming , or nothing at all interesting .","Most of the students found learning how to linearize data and finding general forms of the power equation as interesting. They also liked using Matlab to find the best representation of the data, and how to invert graphs. Some others liked using the logarithmic scale to plot the log scale, and finding the general form of a function."
"Mostly , students struggled with certain aspects of flowcharts , parts of the exam , or nothing at all during this lecture . Few found the problem set and if/else statements challenging .","Most of the students had trouble with the PS09 exam. Some of them had trouble understanding the concepts related to flowcharts, especially the use of if and else statements. Some others had problems with the problem set and problem set questions. A few students also had issues with the test questions on the monitor and the error function."
"Mostly , students found the exam review very interesting . They also enjoyed working on milestone 2 , reviewing nested loops , and completing the final problem set .","Most of the students found the exam review helpful. Some of them also liked learning about the difference between while loops and for loops, and how to decide when to use them. A few others liked working on PS11b and M2. Finally, a couple of students liked the milestone 2 review."
"A majority of the students found nothing challenging . Others thought that using equations to solve for the regression , understanding SSE and SST , and using the least squares method was challenging . A few also struggled with Part B.","Most of the students had no issues with this lecture. Some students had trouble with the equations used to calculate SSE and SST, and finding the R-squared value of SSE, and the equations to be used to solve the problem set. A few students had problems with finding the best trend line, and a few had trouble understanding the derivation of the equation for the regression model. A couple students also had trouble using the least-squares method."
"Most of the students found creating regressions in matlab , translating regressions from excel to matlab , and creating bestfit lines in matlab to be the most interesting part of lecture . They were also interested in the polyfit and polyval commands as well as SSE and SST values in matlab .","Most of the students found using matlab to calculate regression and best fit lines as interesting. Some others liked using the polyval and polyval functions in matlab, and the examples of the SSE, SST, and SSE plots."
"Most students struggled with user defined functions , understanding the problems set , and the inputs and output of a function . Others did n't struggle with anything , or struggled with combining the UDF","Most of the students had trouble with the concepts related to user defined functions, especially the problem set and how to create and use them. Some others had problems with the implementation of the UDF's. Some of them had trouble understanding the differences between hardcoding and generic code, and the difference between UDFs and generic coding. A few students also had trouble setting variables for functions."
"Most of the students were n't confused about anything . Some found being able to understand the other teams project and giving good feedback challenging . Others struggled with milestone 5 , applying feedback to their project , and fully understanding all of the details of the technical brief .","Most of the students had trouble with the concepts related to the Milestone 5 and the peer review. Some of them had trouble understanding how to use other people's technical briefs, and how to apply the feedback to their own. A few students had problems with the question regarding the error in the process, and some with the length of the technical brief."
"The students enjoyed learning about milestone 3 and receiving their milestone 2 feedback . They also were interested in learning about regressions , group work , and the research study professor Hynes discussed in class .","Most of the students found the feedback on Milestone 2 and 3 as interesting. Some others liked working on the executive function and the regression plots. A few students also liked working with large data sets, and learning about how to use regression."
"The students found linearizing data and using logs/logarithmic scales to be the most interesting part of lecture . Next , they found function discovery , handwriting graphs , and the commands for linearization equally interesting .","Most of the students enjoyed learning about how to use logarithms to make graphs linear. They also liked learning about function discovery, and how to create different types of graphs from nonlinear equations. Some of them also liked using matlab to plot plots on the axes."
"Most of the students specifically found plotting scatter plots and the plot function interesting . Next , a lot of students found importing data and partner programming interesting . Alternatively , a fewer amount of students enjoyed graphing in general and the new experiences gain/skills learned .",Most of the students found plots and plots in MATLAB as interesting. Some of them enjoyed working with a partner to create plots. Some liked plotting plots with multiple variables on the same axis. A few others liked using plots in matlab with different data sets.
"The students mostly did n't struggle with any part of this day 's lecture . Although , a few students thought that problem 3 , the shapes of flowcharts , logic statements and tables , and CPD plots were challenging .","Most of the students had trouble with problem 3 of the problem set, as well as the concepts related to flow charts and how to create logic statements. Some others had problems with the exam review and finding the directions for the y axis of a flowchart."
"Mostly , students struggled with defining both the amount of bins and the bin width , others struggled with nothing , and a lot stuggled with histograms in general . Some students also struggled with the use of descriptive statistics or unclear instructions .","Most of the students had trouble with the histograms, especially the histogram commands. Some others had problems with determining the number of bins, bin edges, and how to use descriptive statistics to describe histograms. A few others had issues with finding the correct bin number, and the problem set questions."
"In this short lecture , students found user defined functions , the exam review , and paired programming interesting .","Most of the students enjoyed learning about user defined functions. They also liked the exam review, paired programming, and using functions. Some students also liked using UDF and UDF review."
"During this lecture , students were interested in complex loops , milestone 2 , and nesting within loops . They also enjoyed starting the problem set and the code of cooperation .",Most of the students found complex loops and how they can be used to solve problems as interesting. Some of them also liked the code of cooperation and how to use complex loops to iterate over a matrix. A few others liked using a for loop to do complex operations.
"A majority of the students said that they found paired programming to be the most interesting part of this lecture . Additionally , they found manipulating matrices in Matlab and the new commands they learned interesting as well . Last , a couple students enjoyed coding in general .","Most of the students found paired programming as interesting. They liked learning how to manipulate matrices with other vectors, and how to use the matrix to change values. Some of them also liked using matrix referencing to change the values of certain parts of the matrix."
The students mostly found miles stone 2 and the problem set challenging . They also struggled creating the complex loops and understanding the project . Some also found nothing difficult .,"Most of the students had trouble with problem set 11 and problem set 2, especially the implementation of the complex loops. Some others had problems with finding parameters for the thermocouple data, and the problem set definition lines for the PS11 problems. Some students also had trouble understanding how to use for loops."
"A lot of the students struggled with the new functions `` sum '' and `` ones '' . A comparable amount also struggles with the Matrix manipulation functions and commands . Next , some were confused about how to code with partners . A lot of them did n't know what the word `` concatenation '' meant . Last , some were confused about absolutely nothing at all and found everything to be clear .","Most of the students had trouble with the `` ones '' and `` sum '' functions, as well as the `` concatenation '' function. Some others had problems with the array indexing and how to use them. A few students also had trouble understanding how to create and use vectors. Finally, a few students had issues with the matrix problem set."
"In this lecture , the students found the cumulative distribution plot , UDF , and histograms most interesting . They also found the linear regressions and function discovery an interesting part of classes .",Most of the students found CDPs and User-Defined Functions as confusing. Some others found histograms and linear regression as interesting. A few students also mentioned learning about logical operators and how to use them.
"The students struggled with understanding for loops , completing the problem set , and understanding the final project . They also found while loops and milestone 1 challenging .",Most of the students had trouble with the concept of for loops. Some others had problems with the problem set and the PS10 problem set. A few students also had issues with determining when to use a for loop and how to initialize the value in a for statement.
"The students found user defined functions and functions in general to be the most challenging . Additionally , they struggled with the problem set , inputs and outputs , and the uses of nino .","Most of the students found the use of user defined functions as confusing. Some of them had trouble with the implementation of the functions, and some of them didn't understand how to use them. A few others had problems with the PS04 problem set and how to write a function script."
"Primarily , the students found retaking the exam and creating UDFs to be the most interesting part of lecture . They also enjoyed compiling small functions into a large function , creating complicated equations , and pair programming .","Most of the students enjoyed learning how to create and use user defined functions in MATLAB, and how to use them to solve complex equations. They also liked the team exam, and the fact that they were able to go over their mistakes with their teammates. Some of them also liked using the UDF to create new functions."
"A majority of the students did n't find anything confusing . Some were still struggling with the details of M4 , the grading of M3 , writing the technical brief , or creating regression lines .","Most of the students had no issues with this lecture. A few students had trouble with the implementation of the technical brief for the M4 algorithm, and some others had problems with the grading of milestone 3 and 4. Some students also had trouble understanding how to improve parameter identification, and regression."
"Mostly , the students were interesting in learning about Milestone 4 , improving their algorithm , and finishing milestone 3 . Some also , were intrigued by the photographer that attended class .","Most of the students enjoyed learning about M4, and the steps involved in improving the algorithm. Some others liked working on Milestone 4, and finding new ways to improve the accuracy of the algorithm, as well as the process of working on the new milestone."
Students found creating complex loops and milestone 2 in general challenging . They also struggled creating for loops and flowcharts . Some were also confused or concerned about M1 feedback .,"Most of the students had trouble with the M2 milestone. Some of them had problems with complex loops, while loops, and nested structures. A few others had trouble understanding vectors and matrices, and how to create vectors from matrices. Finally, a couple students had no issues."
"The students struggled to understand how they needed to improve their algorithms , understanding milestone 4 , the refinement process , and creating regressions . Some did n't find anything challenging .","Most of the students had trouble with Milestone 4, especially the details of how to improve the efficiency of the algorithm. Some others had problems with SSE mod, regression analysis, and finding a metric to measure algorithm efficiency. A few students had no issues."
"Most students found learning about specific syntax and commands in MATLAB while making new scripts interesting . Some students were simply interested in programming or Matlab in general . Last , they found learning about course mirror and meeting new people to be interesting as well .","Most of the students found learning how to code in MATLAB as the most interesting part of today's class. They liked the examples of using matlab to solve problems, and how to change the format of the code. They also liked the fact that they could get extra credit for using MATLAB, as well as the fact they could use the course mirror."
"In this lecture , most of the students enjoyed creating histograms , working with their team members , and modifying the histograms . They also enjoyed applying descriptive statistics and learning different ways to display data .","Most of the students found creating histograms in MATLAB as interesting. Some others liked working with a partner, using descriptive statistics, and plotting histograms. A few others liked using histograms to analyze data."
