oracle,generated_summary
"During this lecture , the students mostly found retaking the exam in general or finding out what they did wrong interesting . They also were interested in learning about flowcharts and various loops in MATLAB . Last , a few students found nothing interesting .","Most of the students found learning about the use of flow charts as interesting. Some others liked learning about how to use them to make decisions, and how they can be used in mathlab. A few others liked the team exam, and the practice session with their teammates."
"During this lecture , students found milestone 3 , the exam review , and milestone 2 challenging . Some of them also struggled with ps11b and creating flowcharts .","Most of the students had trouble with Milestone 2 and 3. Some of them had problems with the review of the exam, and some of them were confused about the concepts related to finding any, all, and complex flow charts. Some students also had trouble understanding how to use the find command."
"Students found switching from Matlab to excel and creating regressions interesting . They also were enjoyed calculating the R ^ 2 , SSE , & SST values and creating trend lines .","Most of the students found using Excel to calculate R ^ 2 and SSE and SST as interesting. Some others liked using the two-point method to calculate the R ^2 value, finding the best fit of a graph, and finding the relationships between the plots of data."
"The students found linearizing data and function discovery interesting . They also found general functions , paired programming , or nothing at all interesting .","Most of the students found learning how to linearize data and finding general forms of the power equation as interesting. They also liked using Matlab to create graphs and finding the best representation of the data. Some of them liked using the logarithmic scale to plot the log scale, and the concept of invert graphs."
"Mostly , students struggled with certain aspects of flowcharts , parts of the exam , or nothing at all during this lecture . Few found the problem set and if/else statements challenging .","Most of the students had trouble with the PS09 exam. Some of them had trouble understanding the concepts related to flowcharts, especially the use of if and else statements. Some others had problems with the problem set and problem set questions. A few students also had trouble creating the flowchart."
"Mostly , students found the exam review very interesting . They also enjoyed working on milestone 2 , reviewing nested loops , and completing the final problem set .","Most of the students found the exam review helpful. Some of them also liked learning about the difference between while loops and for loops, and the differences between the any and all functions. Some others liked the milestone 2 and the PS11b algorithm."
"A majority of the students found nothing challenging . Others thought that using equations to solve for the regression , understanding SSE and SST , and using the least squares method was challenging . A few also struggled with Part B.","Most of the students had no issues with this lecture. Some students had trouble with the equations used to calculate SSE and SST, and finding the difference between the two, and the equations to be used to solve the problem set. A few students had problems with the equation for the best trend line, as well as the equations for the regression model. A couple students were confused about the use of the least squares method, and how to use the equations in Excel."
"Most of the students found creating regressions in matlab , translating regressions from excel to matlab , and creating bestfit lines in matlab to be the most interesting part of lecture . They were also interested in the polyfit and polyval commands as well as SSE and SST values in matlab .","Most of the students enjoyed using matlab to calculate regression lines. Some others liked using the polyval and the best fit command in matlab, and the examples of the SSE, SST, and r-squared values."
"Most students struggled with user defined functions , understanding the problems set , and the inputs and output of a function . Others did n't struggle with anything , or struggled with combining the UDF",Most of the students had trouble with creating user defined functions. Some of them had problems with the problem set and the implementation of UDF's. Some had trouble understanding the differences between user defined and generic functions. Others had trouble setting variables and working with multiple inputs and outputs. A few students had issues with the PS05 problem set.
"Most of the students were n't confused about anything . Some found being able to understand the other teams project and giving good feedback challenging . Others struggled with milestone 5 , applying feedback to their project , and fully understanding all of the details of the technical brief .",Most of the students had trouble with the concepts related to the Milestone 5 and the peer review. Some of them had trouble understanding the steps involved in the process of reviewing other people's technical briefs. Some others had problems with the question regarding the error in the implementation of the milestone. A few students had no issues.
"The students enjoyed learning about milestone 3 and receiving their milestone 2 feedback . They also were interested in learning about regressions , group work , and the research study professor Hynes discussed in class .","Most of the students found the feedback on Milestone 2 and 3 as interesting. Some others liked working on the executive function, calculating the SSE, and using regression plots. A few students also liked working with large data sets."
"The students found linearizing data and using logs/logarithmic scales to be the most interesting part of lecture . Next , they found function discovery , handwriting graphs , and the commands for linearization equally interesting .","Most of the students found the concepts related to linearization of data as interesting. They liked learning how to use logarithms to make graphs linear, and how to create different types of graphs from nonlinear equations. They also liked learning about function discovery, and the new commands for the graphs."
"Most of the students specifically found plotting scatter plots and the plot function interesting . Next , a lot of students found importing data and partner programming interesting . Alternatively , a fewer amount of students enjoyed graphing in general and the new experiences gain/skills learned .",Most of the students found plot plots and paired programming as interesting. Some of them found the plot command and its use in MATLAB to be the most interesting concept. Some others liked the data sets and plots that were created using paired programming.
"The students mostly did n't struggle with any part of this day 's lecture . Although , a few students thought that problem 3 , the shapes of flowcharts , logic statements and tables , and CPD plots were challenging .",Most of the students had trouble with problem 3 of the problem set. Some others had problems with the shapes of flow charts and the logic statements used to create them. Some students also had trouble understanding the concepts related to the Cumulative Distribution and how to use the display function.
"Mostly , students struggled with defining both the amount of bins and the bin width , others struggled with nothing , and a lot stuggled with histograms in general . Some students also struggled with the use of descriptive statistics or unclear instructions .","Most of the students had trouble with histograms. Some of them had trouble understanding the histogram commands, and some had trouble finding the correct number of bins to use to describe the histograms, and how to use descriptive statistics. Some others had problems with the problem set questions, and finding the bin edges and the correct bin number."
"In this short lecture , students found user defined functions , the exam review , and paired programming interesting .","Most of the students enjoyed learning about user defined functions. They also liked the exam review, paired programming, and using functions. Some students also liked using UDF and UDF review."
"During this lecture , students were interested in complex loops , milestone 2 , and nesting within loops . They also enjoyed starting the problem set and the code of cooperation .","Most of the students found complex loops and their use as interesting. Some of them also found the code of cooperation and the implementation of complex loops as interesting, as well as learning how to use complex loops to solve problems. Some others liked the new problem sets and how they can be used to create vectors."
"A majority of the students said that they found paired programming to be the most interesting part of this lecture . Additionally , they found manipulating matrices in Matlab and the new commands they learned interesting as well . Last , a couple students enjoyed coding in general .","Most of the students found paired programming as interesting. They liked learning how to manipulate matrices with other vectors, and how to use the matrix to change values. Some of them liked using the matrix as a tool to manipulate other vectors. A few others liked learning more about matlab and the new commands that are available."
The students mostly found miles stone 2 and the problem set challenging . They also struggled creating the complex loops and understanding the project . Some also found nothing difficult .,"Most of the students had trouble with problem set 11 and problem set 2, especially the implementation of complex loops. Some others had problems with finding parameters for the thermocouple data, and the problem set definition lines used to define them. Some students also had trouble understanding how to use for loops."
"A lot of the students struggled with the new functions `` sum '' and `` ones '' . A comparable amount also struggles with the Matrix manipulation functions and commands . Next , some were confused about how to code with partners . A lot of them did n't know what the word `` concatenation '' meant . Last , some were confused about absolutely nothing at all and found everything to be clear .","Most of the students had trouble with the `` ones '' and `` sum '' functions. Some of them had trouble understanding how to use them, as well as how to create and use them. Some others had problems with array indexing and how to find the sum of a matrix. A few students had no problems."
"In this lecture , the students found the cumulative distribution plot , UDF , and histograms most interesting . They also found the linear regressions and function discovery an interesting part of classes .",Most of the students found CDPs and User-Defined Functions as confusing. Some others found histograms and linear regression as interesting. A few students also mentioned learning about logical operators and how to use them.
"The students struggled with understanding for loops , completing the problem set , and understanding the final project . They also found while loops and milestone 1 challenging .","Most of the students had trouble with the concept of for loops. Some others had problems with the problem set and the PS10 problem set. A few others had trouble understanding the M1 and M2 problems, and some with the project itself."
"The students found user defined functions and functions in general to be the most challenging . Additionally , they struggled with the problem set , inputs and outputs , and the uses of nino .","Most of the students had trouble with the use of user defined functions. Some of them had problems with the implementation of UDFs, and some with the PS04 problem set # 4. A few others had trouble writing a program with inputs and outputs. A couple students had issues with plot and histograms."
"Primarily , the students found retaking the exam and creating UDFs to be the most interesting part of lecture . They also enjoyed compiling small functions into a large function , creating complicated equations , and pair programming .","Most of the students enjoyed learning about how to create and use user defined functions, and how to use them to solve complex equations. They also liked the team exam, and the fact that they were able to go over their mistakes with their teammates. Some of them also liked using the UDF to create new functions."
"A majority of the students did n't find anything confusing . Some were still struggling with the details of M4 , the grading of M3 , writing the technical brief , or creating regression lines .","Most of the students had no issues with this lecture. A few students had trouble with the technical brief for the M4 algorithm, and some others had problems with determining the parameters for milestone 4. A couple students were confused about how to improve the efficiency of the algorithm. Some students also had trouble understanding how to graph improvement."
"Mostly , the students were interesting in learning about Milestone 4 , improving their algorithm , and finishing milestone 3 . Some also , were intrigued by the photographer that attended class .","Most of the students enjoyed learning about M4, and the steps involved in improving the algorithm. Some others liked working on Milestone 4 and the process of implementing the new algorithm."
