oracle,generated_summary
"During this lecture , the students mostly found retaking the exam in general or finding out what they did wrong interesting . They also were interested in learning about flowcharts and various loops in MATLAB . Last , a few students found nothing interesting .","Most of the students found the exam and the practice session as interesting. Some of them liked learning about the concepts related to flow charts, and the concepts of if-else statements, and how to use them to make decisions. Some others liked the exam retake, and learning how to create and use a flowchart."
"During this lecture , students found milestone 3 , the exam review , and milestone 2 challenging . Some of them also struggled with ps11b and creating flowcharts .","Most of the students had trouble with the review of the second milestone, and the concepts related to the find command. Some others had trouble understanding the concepts of the flow chart and matrix indexing. A few students had problems with the implementation of the find commands, and a few others had problems in the exam review."
"Students found switching from Matlab to excel and creating regressions interesting . They also were enjoyed calculating the R ^ 2 , SSE , & SST values and creating trend lines .","Most of the students found using the excel to calculate the r ^ 2 value as interesting. Some others liked using the two-point method to calculate regression, and the concepts of SSE, SST, and SSE."
"The students found linearizing data and function discovery interesting . They also found general functions , paired programming , or nothing at all interesting .","Most of the students found the concepts related to linearization and function discovery as interesting. They liked using MATLAB to find the general form of a function, and the examples of how to use it to create graphs. They also liked using logarithmic scales, and finding the best representation of a graph."
"Mostly , students struggled with certain aspects of flowcharts , parts of the exam , or nothing at all during this lecture . Few found the problem set and if/else statements challenging .","Most of the students found the exam questions and the flowchart as confusing. Some others had trouble with the paired problem set and the problem set questions. Some students had trouble understanding the use of if and else statements, and the concepts related to the flow chart."
"Mostly , students found the exam review very interesting . They also enjoyed working on milestone 2 , reviewing nested loops , and completing the final problem set .","Most of the students found the exam review helpful. Some others found the difference between while loops and nested loops and the difference in the methods used to perform them as interesting. Some students also liked the revision for exam 3, and the implementation of PS11b."
"A majority of the students found nothing challenging . Others thought that using equations to solve for the regression , understanding SSE and SST , and using the least squares method was challenging . A few also struggled with Part B.","Most of the students had no issues with the class. Some students had trouble with the equations used to calculate the R-squared value, and finding SSE and SST values. Some had trouble understanding the equations to be used to solve the problem set, and the equations that were used to find the best fit. Some of the problems were confusing, including the equations for problem set B and C, and how to use the least-squares method."
"Most of the students found creating regressions in matlab , translating regressions from excel to matlab , and creating bestfit lines in matlab to be the most interesting part of lecture . They were also interested in the polyfit and polyval commands as well as SSE and SST values in matlab .","Most of the students found using matlab to calculate regression and best fit lines as interesting. Some others liked using the new matlab functions to create plots, and the examples of the SSE, SST, and SSE value."
"Most students struggled with user defined functions , understanding the problems set , and the inputs and output of a function . Others did n't struggle with anything , or struggled with combining the UDF","Most of the students had trouble with the problem set of PS05, and the concepts related to user defined functions. Some of them had trouble understanding how to create and use UDF's, and how to use them. Some had trouble setting variables and determining the correct values for a function. Some others had trouble finding the correct way to use the functions."
"Most of the students were n't confused about anything . Some found being able to understand the other teams project and giving good feedback challenging . Others struggled with milestone 5 , applying feedback to their project , and fully understanding all of the details of the technical brief .","Most of the students had trouble with the concepts related to the technical brief, and the process of reviewing other groups's work. Some students had problems with the questions related to Milestone 5, and some others had trouble understanding the concepts behind the review. Some of the confusion was related to how to use the feedback provided by other groups."
"The students enjoyed learning about milestone 3 and receiving their milestone 2 feedback . They also were interested in learning about regressions , group work , and the research study professor Hynes discussed in class .",Most of the students found the feedback on Milestone 2 and 3 as interesting. Some others liked working on the executive function and the regression plots. A few others liked the concept of the SSE and the SST.
"The students found linearizing data and using logs/logarithmic scales to be the most interesting part of lecture . Next , they found function discovery , handwriting graphs , and the commands for linearization equally interesting .","Most of the students found the concepts related to linearization of data and graphs as interesting. They liked learning about the log process, and how to use logarithms to create graphs. They also liked the examples of different types of graphs, and the various plots that can be created using logariths."
"Most of the students specifically found plotting scatter plots and the plot function interesting . Next , a lot of students found importing data and partner programming interesting . Alternatively , a fewer amount of students enjoyed graphing in general and the new experiences gain/skills learned .","Most of the students found plots in MATLAB as interesting. They liked the paired programming, and the plots created using plots in Matlab. They also liked the plots that were created with a partner. Some of them liked plotting plots with multiple variables, and how the plots could be used to analyze data."
"The students mostly did n't struggle with any part of this day 's lecture . Although , a few students thought that problem 3 , the shapes of flowcharts , logic statements and tables , and CPD plots were challenging .","Most students had no problems. Some students had trouble with the concepts related to flow charts, and the concepts of the plots and the shapes of the charts. Some had trouble understanding the logic statements used in problem 3. Some others had trouble using the display function in matlab, and some with the exam review."
"Mostly , students struggled with defining both the amount of bins and the bin width , others struggled with nothing , and a lot stuggled with histograms in general . Some students also struggled with the use of descriptive statistics or unclear instructions .","Most of the students had trouble with histograms, especially the histogram commands. Some others had trouble finding the correct number of bins, and the correct bin edges. Some had trouble understanding the problem set questions, and some had trouble determining the correct histogram size. A few students had problems with the problem sets, and a few had trouble reading the histograms."
"In this short lecture , students found user defined functions , the exam review , and paired programming interesting .","Most students found the exam review and paired programming as interesting. Some others liked user defined functions, using functions and using UDF. A few students also liked using functions in practice."
"During this lecture , students were interested in complex loops , milestone 2 , and nesting within loops . They also enjoyed starting the problem set and the code of cooperation .",Most of the students found complex loops and the code of cooperation as interesting. Some others liked using complex loops to create vectors and using nested loops. Some liked the examples of using for loops and how to use them in arrays.
"A majority of the students said that they found paired programming to be the most interesting part of this lecture . Additionally , they found manipulating matrices in Matlab and the new commands they learned interesting as well . Last , a couple students enjoyed coding in general .","Most of the students found paired programming as interesting. They liked learning how to manipulate matrices with other vectors, and how to use the matrix to change values. They also liked the concept of using a partner to work on a problem. Some of them liked the time spent working with a partner and the new commands that were taught."
The students mostly found miles stone 2 and the problem set challenging . They also struggled creating the complex loops and understanding the project . Some also found nothing difficult .,"Most of the students had trouble with the problem set implementation of the PS11 problems, especially the problem sets for the two problems. Some others had trouble understanding the concepts behind complex loops, finding parameters for the thermocouple data, and how to use for loops."
