oracle,generated_summary
Most students had trouble with regression and goodness of fit testing . Most of the other students had no trouble except for a few that were confused about the ps problems and felt the pace of the class was too fast .,"Most of the students had no issues with the lecture. Some students had trouble with regression, and a few others had problems with the goodness of fit test. A few students also had trouble understanding the PS questions. A couple students also struggled with chi square test and the assumption on regression."
"Students mostly had trouble with understanding what SST , SSE , and SSR were and what the differences between them were . They also still had some trouble with regression . A few students had trouble with Poisson distributions and beta .","Most of the students found SSE, SSR, SST, Poisson, and SSE concepts clear. Some students had trouble with regression, and a few students had problems with Poisson Relationship and Poisson ~ Chi Square. A few students also struggled with SSE and SST."
"Most students found type 2 error useful , and that the instructor repeated some topics . Hypothesis testing was a second favorite , and others mentioned F distribution , the relationship between alpha and beta , and general examples are being helpful .","Most of the students found Type 2 Error mostly interesting. Some students also found F Distribution, Alpha and Beta relation between alpha and beta, and Type I and II error interesting. A few students also enjoyed comparing variances with F Distribution."
"Of the students that were confused , the vast majority had trouble with the very last part of the lecture regarding confidence intervals and the lower bound for the interval . There was some minor confusion regarding the P , C values and type 1 , type 2 error .","Most of the students found confidence intervals and lower bound confusing. Some students also had trouble with confidence level, significance level, and the last part of lecture. A few students also struggled with the last example, and finding confidence intervals."
"Most students vaguely mentioned `` the last topic in class '' was the most confusing subject . Specific mentions include pooled variance , test on two means for small n , various tests on two samples , and the one and two tailed test in general .","Most of the students found nothing confusing. Some students had trouble with the last part of the lecture, especially the last one. A few students also struggled with test on two means, pooled variance, and Beta and Teta values."
"Most students found topics related to hypothesis testing most interesting , in particular the type 1 error , and the alternatives to hypothesis testing . Many also found the P value interesting .","Most of the students found P-value, C-value and alternative methods of hypothesis testing interesting. Some students also enjoyed Type 1 error, critical point and hypothesis testing."
"Several plots were very helpful to visualize , including the box plot , histogram , and normal probability , in order of helpfulness . Many students emphasized that seeing the graphs and seeing some applications was good for understanding .",Most of the students found boxplots and box-whisker diagrams interesting. Some students also found histograms and normal probability plots interesting.
"Students either had problems with type 2 error , power of the test , or determining the correct region to test on a graph . The rest of the students had no problems .","Most of the students found Type 2 Error and Type 1 Error clear. A few students had trouble with Power of the Probability, Hocam, and the region of power of the test. A couple students had problems with confidence intervals, and one student had trouble determining which region to check for."
"Students seemed to like using rstudio to calculate R , and creating graphics and seeing applications -LRB- such as stock values -RRB- for R . They liked the practice problems , and would have liked more of them .","Most of the students found R programming, graphs, and ps questions interesting. Some others found R graphics and R studio interesting. A few students also found normal distribution questions and the R code interesting."
"The recitation was a good time to learn about the many useful features of R , and how to use them , e.g. , plotting data sets and finding the mean and median . The questions in the problem set were well-organized to this end . The application to stock prices was a helpful demonstration .","Most of the students found R programming, graphs, and ps questions interesting. Some others found R graphics and R studio interesting. A few students also found normal distribution questions and the R code interesting."
