oracle,generated_summary
Most of the students had problems with the implementation of quick sort and merge sort . Some students had problems with pivot and runtime of the algorithms .,Most students found the implementation of the quick sort algorithm and the merge sort algorithm mostly confusing. Some students also had trouble with the run time of the tree of execution and the power of different pivots in the algorithm.
"Students seems still new to the idea of trees , as well as iterators . Trees seemed to bring up general confusions with following references , to traverse and link together structures . Few students had no confusions . Some asked about the potential uses of trees in practice .","Most students found the binary tree and iterators confusing. They also struggled with the recursive definition of trees, and the use of iterators. Some students also had trouble with the application of the trees."
"Students were interested by the Towers of Hanoi problem and the recursive form of its solution . They noted the backtracking technique used to implement the recursion , and some were surprised by how short the solution was . A couple students liked the word search problem .",Most students found the recursion problems and the backtracking examples interesting. They also found the Hanoi Tower problem interesting. Some students also found recursive checking and the find word search interesting.
"Many students could not figure out when to use recursion over iteration . Some others had problems with stacks , sequential search recursion and tracing the recursion .","Most students found recursion to be the most confusing concept of the day. They also had trouble with the examples given in class. Some students also had some trouble with tracing recursion, and the general concepts of the problem."
"Most students found binary trees and structure of trees as interesting . Some others liked recursive traversal , iterators and adjacency trees .","In this lecture, students enjoyed learning about binary trees, tree structures, and the recursive definition of the trees. They also enjoyed learning more about the applications of the concepts and implementing them."
Some students had problems with the implementation of backtracking and recursion . Some others had problems with tracing backtracking and tower of Hanoi .,"Most students found the implementation of the backtracking algorithm and the 8 queens problem mostly interesting. Some students also had questions about assignment 3, the binary recursive tree, and the power functions."
Almost all the students enjoyed the algorithm for determining the height of binary trees . A few others also mentioned binary trees and trees in general .,Most students found binary trees and recursion interesting. Some students also found the height of a binary tree interesting. A few students also mentioned using recursion and implementing trees in java.
"The students were interested in applying the divide and conquer method to recursive methods . They noted the comparison of efficiency between different recursive techniques , and cited specific examples of using recursion , such as in the computation of powers and in binary search .","Most students found the divide and conquer method interesting. They also found recursion, the power function, and the number of multiplications that each method of recursion yields interesting."
"Students mentioned binary trees , and binary search trees in particular . They noted that they talked about recursive traversal methods .",Most of the students found Binary Search Trees and Tree traversal interesting. They also enjoyed the various types of traversal and the various classes that are available.
"Many students were n't confused by anything in particular . The confusions that arose were mostly on the backtracking techniques used in the solution of the towers of hanoi and 8 queens problems . Some students were unsure of how they would implement the solution , and otheres were unsure of how to trace the solution they were given .","Most students found the backtracking problem mostly interesting. Some students also found the 8 queens problem and the recursive methods interesting. A few students had trouble with assignment 3, the binary recursive tree, and the power functions."
"Almost all the responses had something to do with algorithm efficiency . Some students enjoyed the math , others the introduction of Big O notation , and others the practicing of analyzing algorithm efficiency in general .","In this lecture students enjoyed learning about the various algorithms and the run-times of algorithms, as well as the math behind them. They also enjoyed learning the difference between the asymptotic and the log_2 notation."
The most reported answer was the distinction between full and complete trees . Other responses included the author 's implementation of binary trees and determining the height of a tree .,"Most students found the binary tree and complete tree concepts confusing. Some students also had trouble with the summation algorithm, and the difference between a full and a complete tree."
"Most of the students found deleting and adding nodes to a BST as confusing . Some of them had problems with implementing various BST methods , run time analysis and the interface used to navigate binary search tree .","Most of the students found the implementation of the binary search tree methods and the delete method confusing. Some students also had trouble with add and remove, and the binary tree interface."
"The students were again interested by the BST data structure , and it 's methods for manipulating data contained within . They noted comparisons to previous discussions of binary searches in other data structures such as the array and list .","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and the different methods implemented in a BST."
"Many students found Big O notation and optimizing runtimes as most interesting concepts . Some others found analyzing efficiency of algorithms , asymptotic notation and amortized time as interesting .","In this lecture students enjoyed learning about the various algorithms and the run-times of algorithms, as well as the math behind them. They also enjoyed learning the difference between the asymptotic and the log_2 notation."
Many students found the implementation of linked lists and linked bags as most interesting . They also liked add/remove methods in lists and bags . Some of them found the differences between bags and lists as interesting .,"In this lecture, students found the concept of the linked lists and the linked bag interesting. They also found adding and removing a node in a linked list and the methods used to modify them interesting."
"Most of the students found shell sort and merge sort as interesting . A few students liked insertion sort , comparison of different sorting methods and the concept of divide and conquer .",Most students found merge sort and shell sort interesting. They also found the new algorithm and the differences between the two methods interesting. Some students also found insertion sort and the divide and conquer method interesting.
"Students discussed the analysis of simple sorting methods , bubblesort , selection sort , and an emphasis on insertion sort . They noted the inefficiency of these simple algorithms , and the Big-O runtime of O -LRB- n ^ 2 -RRB- . Some students also mentioned the trace of the towers of hanoi problem .","Most students found the simple sorting algorithms interesting. They also enjoyed learning about the Tower of Hanoi problem, the insertion sort, and the exam stats."
"Most of the students found quick sort , merge sort and their runtimes as interesting . Some of them found the notion of stability and the effects of choosing different pivots on quick sort algorithm as interesting .","In this lecture, students found the idea of sorting in place and the various runtimes for quick and merge sort interesting. They also found the differences between the two algorithms interesting."
The vast majority of students are confused about implementing queues . Some other responses include circular/doubly linked lists and how queues are used .,"In this lecture students enjoyed learning about Queues, the runtimes of a queue, and the differences between a stack and a linked list. They also enjoyed Managing nodes via a doubly circular linked list the run-times of an array and a stack."
Many students had problems in understanding divide and conquer in different implementations . They also had problems in understanding recursion in different cases . Some of the students found the math involved in calculating efficiency as confusing . A very few students had problems in using indices and basecases .,"Most students found the divide and conquer method to be the most efficient way to divide the runtime, and the recursion to be a useful exercise. Some students also found the base case of the function and the algorithm to be helpful."
"Most of the students found the implementation of linked lists and removing nodes from them as interesting . Some of the students liked the differences between linked lists and bags , assert , adding nodes to linked lists .","In this lecture, students enjoyed learning about the various ways to use a linked list, the various special cases of removing and adding to a linkedlist, and the various methods of implementing the ADT. They also enjoyed learning how to use the ListInterface, and Assert."
"Many students found calculating runtime , amortized time , Big O notation as most confusing concepts . A few students did n't understand creating functions in terms of ` n ' and also empirical over asymptotic .","Most of the students found the concepts confusing. They also struggled with the derivations of the algorithms and the use of the big-O notation. Some students also had trouble with amortized time, the use the N-value, and the best way to calculate run-time."
"The students had diverse confusions . Many were abstract confusions , such as the differences between different data structures , and the differences between interfaces , classes , and ADTs . Other problems were implementation based , like the specifics of the array implementation -LRB- why not use an arraylist , what errors may arise from size issues -RRB- .","Most students found the concepts of the bag, the interface, and the logical size of the array confusing. Some also had trouble with the implementation of the interface and the class."
Most of the students found the usage of stacks and iterators as confusing . Some others found runtimes and iterating through a BST as confusing .,"Most of the students found the run time of the program confusing. Some students also had trouble with the inorderIterator, the stack, and the binary search tree."
